organisation_code,name,address1,address2,address3,city,county,postcode,opendate,closedate,telephone,practice_type
S77036,EASTFIELD MEDICAL PRACTICE,EASTFIELD FARM ROAD,,,PENICUIK,MIDLOTHIAN,EH26 8EZ,19761101,,01968 675576,4
S77055,DALHOUSIE MEDICAL PRACTICE,THE HEALTH CENTRE,109-111 HIGH STREET,,BONNYRIGG,MIDLOTHIAN,EH19 2ET,19791029,,0131 537 984,4
S77060,DR STANLEY A MOONSAWMY,THE SURGERY,110 MAYBURN AVENUE,,LOANHEAD,MIDLOTHIAN,EH20 9HB,19731201,20140518,0131 4400593,4
S77074,QUARRYFOOT PRACTICE,HEALTH CENTRE,109-111 HIGH STREET,,BONNYRIGG,MIDLOTHIAN,EH19 2ET,19720701,,0131 537 982,4
S77089,RATHO SURGERY,11 BAIRD ROAD,RATHO,,NEWBRIDGE,MIDLOTHIAN,EH28 8RA,19850501,,0131 333 106,0
S77093,ROSLIN MEDICAL PRACTICE,122 PENICUIK ROAD,,,ROSLIN,MIDLOTHIAN,EH25 9NT,19821001,,0131 440 204,4
S77106,NEWBATTLE MEDICAL PRACTICE,BLACKCOT,MAYFIELD,,DALKEITH,MIDLOTHIAN,EH22 4AA,19740401,,0131 663 105,4
S77111,PENICUIK MEDICAL PRACTICE,THE HEALTH CENTRE,37 IMRIE PLACE,,PENICUIK,MIDLOTHIAN,EH26 8LF,19810801,,01968 672612,4
S77125,PATHHEAD MEDICAL PRACTICE,PATHHEAD MEDICAL CENTRE,210 MAIN STREET,,PATHHEAD,MIDLOTHIAN,EH37 5PP,19830201,,01875 320302,4
S77159,NEWBYRES MEDICAL GROUP,15 HUNTERFIELD ROAD,,,GOREBRIDGE,MIDLOTHIAN,EH23 4TP,19901001,,01875 820405,4
S77197,DALKEITH MEDICAL PRACTICE,THE HEALTH CENTRE,24-26 ST. ANDREW STREET,,DALKEITH,MIDLOTHIAN,EH22 1AP,20011001,,0131 561 550,4
S77200,DANDERHALL MEDICAL PRACTICE,THE ROBERTSON MEDICAL CENTRE,85 NEWTON CHURCH ROAD,DANDERHALL,DALKEITH,MIDLOTHIAN,EH22 1LX,20011001,,0131 654 107,4
S77248,STRATHESK MEDICAL GROUP,109-111 HIGH STREET,,,BONNYRIGG,MIDLOTHIAN,EH19 2ET,20030901,20100331,0131 537 997,4
S77252,LUCS BONNYRIGG,THE HEALTH CENTRE,33-37 HIGH STREET,,BONNYRIGG,MIDLOTHIAN,EH19 2DA,20041001,,,2
S77271,STRATHESK MEDICAL GROUP,HEALTH CENTRE,109-111 HIGH STREET,,BONNYRIGG,MIDLOTHIAN,EH19 2ET,20100401,,0131 537 997,4
S77286,"LOANHEAD PRACTICE,SUTHERLAND HOUSE",209 MAYBURN AVENUE,,,LOANHEAD,MIDLOTHIAN,EH20 9ER,20100401,,0131 440 014,4
S78010,CARMONDEAN MEDICAL GROUP,CARMONDEAN CENTRE,,,LIVINGSTON,WEST LOTHIAN,EH54 8PY,19790205,,01506 836300,4
S78024,EAST CALDER MEDICAL PRACTICE,EAST CALDER HEALTH CENTRE,147 MAIN STREET,EAST CALDER,LIVINGSTON,WEST LOTHIAN,EH53 0EW,19831017,,01506 882882,4
S78043,BREICH VALLEY MEDICAL PRACTICE,FAULDHOUSE PARTNERSHIP CENTRE,LANRIGG ROAD,FAULDHOUSE,BATHGATE,WEST LOTHIAN,EH47 9JD,19820801,,01501 773020,4
S78062,FERGUSON MEDICAL PRACTICE,THE STRATHBROCK PARTNERSHIP CENTRE,189A WEST MAIN STREET,,BROXBURN,WEST LOTHIAN,EH52 5LH,19741101,,01506 771700,4
S78077,NEWLAND MEDICAL PRACTICE,BATHGATE PRIMARY CARE CENTRE,WHITBURN ROAD,,BATHGATE,WEST LOTHIAN,EH48 2SS,19780101,,01506 655155,4
S78081,LUCS SJH,"OPD2,ST JOHNS HOSPITAL",HOWDEN ROAD WEST,,LIVINGSTON,WEST LOTHIAN,EH54 6PP,20041001,,,2
S78096,DR ALAN J GRANT,HEALTH CENTRE,FLEMING PLACE,BLACKRIDGE,BATHGATE,WEST LOTHIAN,EH48 3SS,19900401,20131031,01501 751238,4
S78109,BRAEHEAD MEDICAL PRACTICE,FAULDHOUSE PARTNERSHIP CENTRE,LANRIGG ROAD,FAULDHOUSE,BATHGATE,WEST LOTHIAN,EH47 9JD,19850801,,01501 773045,4
S78113,LINDEN MEDICAL PRACTICE,STRATHBROCK PARTNERSHIP CENTRE,189A WEST MAIN STREET,,BROXBURN,WEST LOTHIAN,EH52 5LH,19830606,,01506 771771,4
S78128,KINGSGATE MEDICAL PRACTICE,BATHGATE PRIMARY CARE CENTRE,WHITBURN ROAD,,BATHGATE,WEST LOTHIAN,EH48 2SS,19900401,,01506 653134,4
S78132,SIMPSON MEDICAL GROUP,BATHGATE PRIMARY CARE CENTRE,WHITBURN ROAD,,BATHGATE,WEST LOTHIAN,EH48 2SS,19870801,,01506 654444,4
S78147,WEST CALDER MEDICAL PRACTICE,WEST CALDER MEDICAL CENTRE,65 WEST END,,WEST CALDER,WEST LOTHIAN,EH55 8EJ,19810701,,01506 874300,4
S78151,KIRKLISTON MEDICAL PRACTICE,KIRKLISTON HEALTH CENTRE,THE GLEBE,,KIRKLISTON,WEST LOTHIAN,EH29 9AS,19760501,,0131 333 321,4
S78166,LINLITHGOW GROUP MEDICAL PRACTICE,LINLITHGOW HEALTH CENTRE,288 HIGH STREET,,LINLITHGOW,WEST LOTHIAN,EH49 7ER,19800801,,01506 670027,4
S78171,SOUTH QUEENSFERRY MEDICAL PRACTICE,41 THE LOAN,,,SOUTH QUEENSFERRY,WEST LOTHIAN,EH30 9HA,19750801,,0131 537 440,4
S78185,BLACKRIDGE HEALTH CENTRE,FLEMING PLACE,BLACKRIDGE,,BATHGATE,WEST LOTHIAN,EH48 3SS,20131101,,01501 751238,4
S78190,WHITBURN GROUP MEDICAL PRACTICE,WHITBURN HEALTH CENTRE,1 WEAVERS LANE,WHITBURN,BATHGATE,WEST LOTHIAN,EH47 0SD,19820801,,01501 740297,4
S78202,WINCHBURGH HEALTH CENTRE,NIDDRY ROAD,WINCHBURGH,,BROXBURN,WEST LOTHIAN,EH52 6RX,19820801,20050930,01506 890210,4
S78217,LINLITHGOW FAMILY PRACTICE,LINLITHGOW HEALTH CENTRE,288 HIGH STREET,,LINLITHGOW,WEST LOTHIAN,EH49 7ER,19900401,,01506 670036,4
S78221,DR F SHAH,CARMONDEAN CENTRE,,,LIVINGSTON,WEST LOTHIAN,EH54 8PY,19770601,20100630,0844 477 316,4
S78241,ARMADALE GROUP PRACTICE,18 NORTH STREET,ARMADALE,,BATHGATE,WEST LOTHIAN,EH48 3QB,19791101,,01501 730432,4
S78255,HOWDEN HEALTH CENTRE,HOWDEN ROAD WEST,,,LIVINGSTON,WEST LOTHIAN,EH54 6TP,19900401,,01506 423800,4
S78260,DEDRIDGE MEDICAL GROUP,DEDRIDGE HEALTH CENTRE,NIGEL RISE,DEDRIDGE,LIVINGSTON,WEST LOTHIAN,EH54 6QQ,19770801,,01506 414586,4
S78306,THE WOOD MEDICAL PRACTICE,THE STRATHBROCK PARTNERSHIP CENTRE,189A WEST MAIN STREET,,BROXBURN,WEST LOTHIAN,EH52 5LH,19950701,,01506 771800,4
S78311,THE CRAIGSHILL PARTNERSHIP,CRAIGSHILL HEALTH CENTRE,CRAIGSHILL ROAD,,LIVINGSTON,WEST LOTHIAN,EH54 5DY,19960101,,01506 432621,4
S78325,"DEANS,ELIBURN MEDICAL PRACTICE",CARMONDEAN CENTRE,,,LIVINGSTON,WEST LOTHIAN,EH54 8PY,19980501,,01506 836 33,4
S78330,ASHGROVE GROUP PRACTICE,ASHGROVE,BLACKBURN,,BATHGATE,WEST LOTHIAN,EH47 7LL,19980501,,01506 657130,4
S78344,MURIESTON MEDICAL PRACTICE,HAMILTON SQUARE,MURIESTON SOUTH,,LIVINGSTON,WEST LOTHIAN,EH54 9JZ,20031201,,01506 461464,4
S78359,WINCHBURGH MEDICAL PRACTICE,WINCHBURGH HEALTH CENTRE,NIDDRY ROAD,WINCHBURGH,BROXBURN,WEST LOTHIAN,EH52 6RX,20051001,,01506 890210,4
S78378,LINLITHGOW FAMILY PRACTICE,LINLITHGOW HEALTH CENTRE,288 HIGH STREET,,LINLITHGOW,WEST LOTHIAN,EH49 7ER,20140701,,01506 670036,4
S80005,SOUTH BEACH MEDICAL CENTRE,8 HARBOUR STREET,,,ARDROSSAN,AYRSHIRE,KA22 8BS,19750301,,01294 463011,4
S80010,CENTRAL AVENUE SURGERY,THE HEALTH CENTRE,6 CENTRAL AVENUE,,ARDROSSAN,AYRSHIRE,KA22 7DX,19830101,,01294 463838,4
S80043,CORNHILL SURGERY,KINCAIDSTON,,,AYR,AYRSHIRE,KA7 3YF,19900401,20051120,01292 264080,4
S80058,TAM'S BRIG SURGERY,107 NEW ROAD,,,AYR,AYRSHIRE,KA8 8DD,19770516,,01292 262697,4
S80062,THE SURGERY,9 ALLOWAY PLACE,,,AYR,AYRSHIRE,KA7 2AA,19810801,,01292 611835,4
S80077,DALBLAIR MEDICAL PRACTICE,56 DALBLAIR ROAD,,,AYR,AYRSHIRE,KA7 1UQ,19890101,,01292 267432,4
S80081,BARNS MEDICAL PRACTICE,40 DALBLAIR ROAD,,,AYR,AYRSHIRE,KA7 1UL,19730201,,01292 281439,4
S80096,RACECOURSE ROAD MEDICAL GROUP,3 RACECOURSE ROAD,,,AYR,AYRSHIRE,KA7 2DF,19810701,,01292 886622,4
S80109,THE CATHCART STREET MEDICAL PRACTICE,8 CATHCART STREET,,,AYR,AYRSHIRE,KA7 1BJ,19781201,,01292 264051,4
S80113,THE FULLARTON MEDICAL PRACTICE,40 DALBLAIR ROAD,,,AYR,AYRSHIRE,KA7 1UL,19730901,,01292 264260,4
S80128,3 ALLOWAY PLACE,ALLOWAY PLACE,,,AYR,AYRSHIRE,KA7 2AA,19840401,20051120,01292 610682,4
S80132,BALLANTRAE MEDICAL PRACTICE,30 MAIN STREET,BALLANTRAE,,GIRVAN,AYRSHIRE,KA26 0NB,19850801,,01465 831302,4
S80147,BEITH HEALTH CENTRE GP PRACTICE,BEITH HEALTH CENTRE,REFORM STREET,,BEITH,AYRSHIRE,KA15 2AE,19821101,,01505 502888,4
S80166,GLENCAIRN MEDICAL PRACTICE,CROSSHOUSE RESOURCE CENTRE,ANNANDALE GARDENS,CROSSHOUSE,KILMARNOCK,AYRSHIRE,KA2 0LE,19730101,,01563 521506,4
S80171,TANYARD MEDICAL PRACTICE,THE HEALTH CENTRE,2 TANYARD,,CUMNOCK,AYRSHIRE,KA18 1BF,19721023,,01290 421157,4
S80185,DRS MCFADYEN AND MALLOCH,THE SURGERY,7 BACK ROAD,DAILLY,GIRVAN,AYRSHIRE,KA26 9SH,19840901,,01465 811224,4
S80202,DALMELLINGTON MEDICAL PRACTICE,DALMELLINGTON AREA CENTRE,33 MAIN STREET,DALMELLINGTON,AYR,AYRSHIRE,KA6 7QL,19721201,,01292 550238,4
S80217,DALRY MEDICAL PRACTICE,THE HEALTH CENTRE,50 VENNEL STREET,,DALRY,AYRSHIRE,KA24 4AF,19800801,,01294 832523,4
S80255,DUNDONALD MEDICAL PRACTICE,9 MAIN STREET,DUNDONALD,,KILMARNOCK,AYRSHIRE,KA2 9HF,19690701,,01563 850496,4
S80260,GALSTON MEDICAL PRACTICE,5A HENRIETTA STREET,,,GALSTON,AYRSHIRE,KA4 8HW,19780808,,01563 820424,4
S80274,"DRS MCMASTER,MOORE,BROOKSBANK",GIRVAN COMMUNITY HOSPITAL,BRIDGEMILL,,GIRVAN,AYRSHIRE,KA26 9HQ,19881001,,01465 713 34,4
S80289,"DR MCCULLOCH,PARTNERS",GIRVAN COMMUNITY HOSPITAL,BRIDGEMILL,,GIRVAN,AYRSHIRE,KA26 9HQ,19820801,,01465 712281,4
S80293,THE SURGERY,2 ACADEMY STREET,HURLFORD,,KILMARNOCK,AYRSHIRE,KA1 5BU,19800701,20100730,01563 525314,4
S80306,BOURTREEHILL MEDICAL PRACTICE,THE HEALTH CENTRE,CHEVIOT WAY,BOURTREEHILL SOUTH,IRVINE,AYRSHIRE,KA11 1JU,19781101,,01294 211993,4
S80330,EGLINTON MEDICAL PRACTICE,THE CABINS,AYRSHIRE CENTRAL HOSPITAL,KILWINNING ROAD,IRVINE,AYRSHIRE,KA12 8SS,19820601,,01294 279178,4
S80344,TOWNHEAD SURGERY,6-8 HIGH STREET,,,IRVINE,AYRSHIRE,KA12 0AY,19760901,,01294 441 44,4
S80363,KILBIRNIE MEDICAL PRACTICE,KILBIRNIE HEALTH CENTRE,HEALTH CLINIC,2 KIRKLAND ROAD,KILBIRNIE,AYRSHIRE,KA25 6HS,19740901,,01505 683 59,4
S80378,LONDON ROAD MEDICAL PRACTICE,12 LONDON ROAD,,,KILMARNOCK,AYRSHIRE,KA3 7AE,19800601,,01563 523593,4
S80382,PORTLAND MEDICAL PRACTICE,34 PORTLAND ROAD,,,KILMARNOCK,AYRSHIRE,KA1 2DL,19840801,20100731,01563 522411,4
S80397,DR PUGH AND PARTNERS,THE SURGERY,31 PORTLAND ROAD,,KILMARNOCK,AYRSHIRE,KA1 2DJ,19830801,,01563 522118,4
S80400,THE WARDS MEDICAL CENTRE,25 DUNDONALD ROAD,,,KILMARNOCK,AYRSHIRE,KA1 1RU,19740101,,01563 526514,4
S80414,THE SURGERY,OLD IRVINE ROAD SURGERY,4-6 OLD IRVINE ROAD,,KILMARNOCK,AYRSHIRE,KA1 2BD,19800201,,01563 522413,4
S80429,AITKEN STREET,20 AITKEN STREET,,,LARGS,AYRSHIRE,KA30 8AU,19691001,20060702,01475 674544,4
S80433,10/14 FRAZER STREET,FRAZER STREET,,,LARGS,AYRSHIRE,KA30 9HP,19890201,20060702,01475 673380,4
S80467,"DR PATON,MUDUNIRI,VENKATACHALAPATHI",A&A COMMUNITY HEALTH CARE,MAYBOLE HEALTH CENTRE,6 HIGH STREET,MAYBOLE,AYRSHIRE,KA19 7BY,19790701,,01655 882278,4
S80491,"DRS WILSON,PARTNERS",THE SURGERY,THE HEALTH CENTRE,6 HIGH STREET,MAYBOLE,AYRSHIRE,KA19 7BY,19850101,,01655 882708,4
S80518,VALLEY MEDICAL PRACTICE,67 AFTON BRIDGEND,NEW CUMNOCK,,CUMNOCK,AYRSHIRE,KA18 4BA,19900401,,01290 338242,4
S80522,RIVERSIDE MEDICAL PRACTICE,1 DOONSIDE AVENUE,PATNA,,AYR,AYRSHIRE,KA6 7LX,19871001,,01292 532 50,4
S80537,STATION ROAD MEDICAL PRACTICE,2 STATION ROAD,,,PRESTWICK,AYRSHIRE,KA9 1AQ,19770815,,01292 671444,4
S80556,SALTCOATS GROUP PRACTICE,THE HEALTH CENTRE,17-19 RAISE STREET,,SALTCOATS,AYRSHIRE,KA21 5LX,19870701,,01294 605141,4
S80561,"DRS RAI,CHAN,RAI",37A THE LANE,,,SKELMORLIE,AYRSHIRE,PA17 5AR,19840301,,01475 520248,4
S80594,STEWARTON MEDICAL PRACTICE,THE HEALTH CENTRE,45 HIGH STREET,STEWARTON,KILMARNOCK,AYRSHIRE,KA3 5BP,19811001,,01560 482011,4
S80607,TEMPLEHILL SURGERY,23 TEMPLEHILL,,,TROON,AYRSHIRE,KA10 6BQ,19720401,,01292 312012,4
S80611,"DRS MCHATTIE,MCGREGOR,HOLLAND",PORTLAND SURGERY,1 DUKES ROAD,,TROON,AYRSHIRE,KA10 6QR,19870501,,01292 312489,4
S80626,101 MEDICAL PRACTICE,THE SURGERY,101 PORTLAND STREET,,TROON,AYRSHIRE,KA10 6QN,19760115,,01292 310535,4
S80631,WEST KILBRIDE GROUP PRACTICE,107B MAIN STREET,,,WEST KILBRIDE,AYRSHIRE,KA23 9AR,19700801,,01294 823607,4
S80645,BRODICK HEALTH CENTRE,BRODICK,,,ISLE OF ARRAN,ISLE OF ARRAN,KA27 8AJ,19841016,20111107,01770 302 17,4
S80650,THE MEDICAL CENTRE,LAMLASH,,,ISLE OF ARRAN,ISLE OF ARRAN,KA27 8NS,19780501,20111107,01770 600516,4
S80664,THE SHISKINE SURGERY,SHISKINE,,,ISLE OF ARRAN,ISLE OF ARRAN,KA27 8EW,19770701,20120924,01770 860247,4
S80679,CUMBRAE MEDICAL PRACTICE,GARRISON HOUSE,COLLEGE STREET,,MILLPORT,ISLE OF CUMBRAE,KA28 0DE,19840401,,01475 531 40,0
S80683,KYLESHILL SURGERY,SALTCOATS HEALTH CENTRE,17-19 RAISE STREET,,SALTCOATS,AYRSHIRE,KA21 5LX,19931001,20100630,01294 605699,4
S80698,FREW TERRACE SURGERY,9 FREW TERRACE,,,IRVINE,AYRSHIRE,KA12 9DY,19940501,,01294 272326,4
S80701,STEVENSTON GROUP PRACTICE,THE HEALTH CENTRE,20 MAIN STREET,,STEVENSTON,AYRSHIRE,KA20 3HA,19950701,,01294 464413,4
S80715,THE SURGERY,STEVENSTON HEALTH CENTRE,MAIN STREET,,STEVENSTON,AYRSHIRE,KA20 3BB,19950701,20100630,01294 464141,4
S80720,TAIGLUM MEDICAL PRACTICE,DRONGAN CENTRE,MILL OF SHIELD ROAD,DRONGAN,AYR,AYRSHIRE,KA6 7AY,19950906,,01292 591345,4
S80749,BALLOCHMYLE MEDICAL GROUP,THE CLINIC,INSTITUTE AVENUE,CATRINE,MAUCHLINE,AYRSHIRE,KA5 6RU,19970401,,08444 997055,4
S80753,KILWINNING MEDICAL PRACTICE,15 ALMSWALL ROAD,,,KILWINNING,AYRSHIRE,KA13 6BL,19980901,,01294 554 59,4
S80768,OXENWARD SURGERY,3 OXENWARD ROAD,,,KILWINNING,AYRSHIRE,KA13 6EH,19980901,,01294 551555,4
S80772,AUCHINLECK SURGERY,THE HEALTH CENTRE,MAIN STREET,AUCHINLECK,CUMNOCK,AYRSHIRE,KA18 2AY,19990401,,01290 424 71,4
S80787,DR KONDOL AND PARTNERS,LOUDOUN MEDICAL CENTRE,LOCHORE TERRACE,,DARVEL,AYRSHIRE,KA17 0HD,20000401,,01560 320205,4
S80791,ADOC SERVICE,"NHS AYRSHIRE,ARRAN","THE LISTER CENTRE,LISTER STREET",CROSSHOUSE,KILMARNOCK,AYRSHIRE,KA2 0BB,20050426,,,0
S80804,SOUTH AYRSHIRE CHP PRACTICE,HEATHFIELD ROAD,,,AYR,AYRSHIRE,KA8 9DU,20050426,,,0
S80819,NORTH AYRSHIRE CHP PRACTICE,AYRSHIRE CENTRAL HOSPITAL,KILWINNING ROAD,,IRVINE,AYRSHIRE,KA12 8SS,20050426,,,0
S80823,EAST AYRSHIRE CHP PRACTICE,HOLMES ROAD,,,KILMARNOCK,AYRSHIRE,KA2 0BE,20050426,,,0
S80842,BANKFIELD MEDICAL PRACTICE,148 DALMELLINGTON ROAD,,,AYR,AYRSHIRE,KA7 3PR,20051121,,01292 264080,4
S80857,LARGS MEDICAL GROUP,"BROOKSBY MEDICAL,RESOURCE CENTRE",31 BRISBANE ROAD,,LARGS,AYRSHIRE,KA30 8LH,20060703,,01475 674545,4
S80861,CHALLENGING BEHAVIOUR SERVICE,"C/O ROOM 88,EGLINTON HOUSE",AILSA HOSPITAL,DALMELLINGTON ROAD,AYR,AYRSHIRE,KA6 6AB,20061107,,01292 513843,0
S80895,THREE TOWNS MEDICAL PRACTICE,HEALTH CENTRE,MAIN STREET,,STEVENSTON,AYRSHIRE,KA20 3AB,20100701,,01294 464141,4
S80908,PORTLAND MEDICAL PRACTICE,34 PORTLAND ROAD,,,KILMARNOCK,AYRSHIRE,KA1 2DL,20100801,,01563 522411,4
S80912,ARRAN MEDICAL GROUP,THE MEDICAL CENTRE,MURRAY CRESCENT,,LAMLASH,ISLE OF ARRAN,KA27 8NS,20111108,20120924,01770 600 51,4
S80927,ARRAN MEDICAL GROUP,THE MEDICAL CENTRE,MURRAY CRESCENT,,LAMLASH,ISLE OF ARRAN,KA27 8NS,20120925,,01770 600516,4
S80931,HMS GANNET MEDICAL CENTRE,GREENSITE,PRESTWICK AIRPORT,,PRESTWICK,AYRSHIRE,KA9 2RZ,20130517,,0141 300 136,0
S80946,COMMUNITY WARDS,BIGGART HOSPITAL,BIGGART ROAD,,PRESTWICK,AYRSHIRE,KA9 2HQ,20120701,,01294 400616,4
S80965,A&A POLICE CUSTODY SUITES,AILSA HOSPITAL,DALMELLINGTON ROAD,,AYR,AYRSHIRE,KA6 6AB,20140401,,01292 513 83,4
S80999,ADOC,THE LISTER CENTRE,"CROSSHOUSE HOSPITAL,LISTER STREET",CROSSHOUSE,KILMARNOCK,AYRSHIRE,KA2 0BB,20020401,,,0
S84006,"DR MARIJTJE DRIJFHOUT,DR STUART CAIRNS",PORT APPIN SURGERY,PORT APPIN,,APPIN,ARGYLL,PA38 4DE,19810201,,01631 730271,4
S84030,"DRS LAZARUS,NORRIE,VILLALBA MUNOZ,ANDERSON,COOK",CAMPBELTOWN HEALTH CENTRE,STEWART ROAD,,CAMPBELTOWN,ARGYLL,PA28 6AT,19801001,,01586 552105,4
S84063,DR MALCOLM R ELDER,THE CARRADALE SURGERY,CARRADALE,,CAMPBELTOWN,ARGYLL,PA28 6QG,19780901,,01583 431376,4
S84097,DR C O'NEILL,COLL MEDICAL PRACTICE,,,ARINAGOUR,ISLE OF COLL,PA78 6SY,19961001,,01879 230326,4
S84129,COLONSAY SURGERY,SCALASAIG,,,ISLE OF COLONSAY,ISLE OF COLONSAY,PA61 7YW,19900401,,01951 200328,4
S84191,TAYNUILT MEDICAL PRACTICE,THE SURGERY,CONNEL,,OBAN,ARGYLL,PA37 1PH,20041001,,01631 710229,4
S84237,"DRS HALL,BRENNAN,MCLAUGHLIN",246 ARGYLL STREET,,,DUNOON,ARGYLL,PA23 7HW,19770808,,01369 703252,4
S84241,CHURCH STREET SURGERY,30 CHURCH STREET,,,DUNOON,ARGYLL,PA23 8BG,19840201,,01369 703482,4
S84256,"DR TAYLOR-KAVANAGH,PARTNER",246 ARGYLL STREET,,,DUNOON,ARGYLL,PA23 7HW,19990701,,01369 703279,4
S84275,EASDALE MEDICAL PRACTICE,THE SURGERY,CLACHAN SEIL,,OBAN,ARGYLL,PA34 4TL,19880701,,01852 300223,4
S84307,THE FURNACE/INVERARAY SURGERY,FURNACE,,,INVERARAY,ARGYLL,PA32 8XN,19830901,,01499 500207,4
S84331,BOWMORE MEDICAL PRACTICE,ISLAY HOSPITAL,GORTONVOGIE ROAD,,BOWMORE,ISLE OF ISLAY,PA43 7JD,19900401,,01496 301039,4
S84345,PORT ELLEN PRACTICE,"THE SURGERY,GEIRHILDA",BACK ROAD,,PORT ELLEN,ISLE OF ISLAY,PA42 7DR,19881114,,01496 302103,4
S84350,DR GRACE E GIBSON,THE RHINNS MEDICAL CENTRE,,,PORT CHARLOTTE,ISLE OF ISLAY,PA48 7UD,19900401,,01496 850210,4
S84383,JURA MEDICAL PRACTICE,GLENCAIRN SURGERY,,,CRAIGHOUSE,ISLE OF JURA,PA60 7XG,19800701,,01496 820218,4
S84415,LOCHGILPHEAD MEDICAL CENTRE,MID ARGYLL COMMUNITY HOSPITAL &,INTEGRATED CARE CENTRE,BLARBUIE ROAD,LOCHGILPHEAD,ARGYLL,PA31 8JZ,19800901,,01546 462002,4
S84449,DR P M R VON KAEHNE,THE LOCHGOILHEAD MEDICAL CENTRE,LOCHGOILHEAD,,CAIRNDOW,ARGYLL,PA24 8AA,19880704,,01301 703258,4
S84472,MUASDALE SURGERY,THE SURGERY,MUASDALE,,TARBERT,ARGYLL,PA29 6XD,19900401,20120124,01583 421206,4
S84504,"DR S M HAUNSCHMIDT,PARTNER",SALEN SURGERY,,,PIER ROAD,ISLE OF MULL,PA72 6JF,19850401,,01680 300327,4
S84519,"DR CHARLES D CHAPMAN,DR CLARE E LAVERY",TOBERMORY MEDICAL PRACTICE,ROCKFIELD ROAD,,TOBERMORY,ISLE OF MULL,PA75 6PN,19900401,,01688 302013,4
S84523,ROSS OF MULL AND IONA MEDICAL SERVICES,THE SURGERY,,,BUNESSAN,ISLE OF MULL,PA67 6DG,19830618,,01681 700261,4
S84581,LORN MEDICAL CENTRE,SOROBA ROAD,,,OBAN,ARGYLL,PA34 4HE,19961001,,01631 563175,4
S84646,THE BUTE PRACTICE,THE HEALTH CENTRE,"HIGH STREET,TOWNHEAD",,ROTHESAY,ISLE OF BUTE,PA20 9JL,19930601,,01700 502290,4
S84651,SOUTHEND MEDICAL PRACTICE,TEAPOT LANE,SOUTHEND,,CAMPBELTOWN,ARGYLL,PA28 6RW,19900401,20120124,01586 830635,4
S84684,DR ROBERT S B COULL,STRACHUR MEDICAL PRACTICE,DALNACRAIG,STRACHUR,CAIRNDOW,ARGYLL,PA27 8BX,19900312,,01369 860224,4
S84716,DR HANS JURGEN TITTMAR,RIVERBANK SURGERY,KILMUN,,DUNOON,ARGYLL,PA23 8SE,19791201,,01369 840279,4
S84740,TARBERT MEDICAL PRACTICE,CAMPBELTOWN ROAD,,,TARBERT,ARGYLL,PA29 6TY,19900401,,01880 820219,4
S84773,"DR A MACGREGOR,DR N HALLUM",KYLES MEDICAL CENTRE,,,TIGHNABRUAICH,ARGYLL,PA21 2BE,19620201,,01700 811207,4
S84805,TIREE MEDICAL PRACTICE,BAUGH SURGERY,,,BAUGH,ISLE OF TIREE,PA77 6UN,19861001,,01879 220323,4
S84810,KINTYRE MEDICAL GROUP,MUASDALE SURGERY,MUASDALE,,TARBERT,ARGYLL,PA29 6XD,20120125,,01583 421206,0
S84971,RED TOWERS,DRUG REHAB UNIT,4 WEST DOUGLAS DRIVE,,HELENSBURGH,DUNBARTONSHIRE,G84 9AL,20080624,20101215,,4
S84985,"ARGYLL,BUTE ADDICTION TEAM","ARGYLL,BUTE HOSPITAL",BLARBUIE ROAD,,LOCHGILPHEAD,ARGYLL,PA31 8LD,20080401,,,0
S84990,ARGYLL PRIMARY CARE EMERGENCY,VALE OF LEVEN HOSPITAL,NORTH MAIN STREET,,ALEXANDRIA,DUNBARTONSHIRE,G83 0UA,20040928,,,0
S85009,"DR DAVID F TROUP,DR CHIARA E BERARDELLI",ARROCHAR SURGERY,,,ARROCHAR,DUNBARTONSHIRE,G83 7AE,19821001,,08444 772520,4
S85032,"DRS LOGAN,TOOKE",THE HEALTH CENTRE,STATION ROAD,,DUMBARTON,DUNBARTONSHIRE,G82 1PW,19880401,,01389 811811,4
S85047,"DRS MCMASTER,PARTNERS",THE HEALTH CENTRE,STATION ROAD,,DUMBARTON,DUNBARTONSHIRE,G82 1PW,19831101,,01389 811862,4
S85066,LEVENSIDE MEDICAL PRACTICE,THE HEALTH CENTRE,STATION ROAD,,DUMBARTON,DUNBARTONSHIRE,G82 1PW,19900401,,01389 811844,4
S85071,"DR K N LYNN,DR J M MCDEVITT",THE HEALTH CENTRE,STATION ROAD,,DUMBARTON,DUNBARTONSHIRE,G82 1PW,19720301,,01389 811855,4
S85085,"DR NEILSON,PARTNER",THE HEALTH CENTRE,STATION ROAD,,DUMBARTON,DUNBARTONSHIRE,G82 1PW,20010401,,01389 811851,4
S85090,"DR STEPHEN H DUNN,PARTNERS",THE HEALTH CENTRE,STATION ROAD,,DUMBARTON,DUNBARTONSHIRE,G82 1PW,20010401,,01389 811833,4
S85117,"DR J D MCKELVIE,DR ELIZABETH FARRAR",GARELOCHHEAD MEDICAL CENTRE,MCAULAY PLACE,"FEORLIN WAY,GARELOCHHEAD",HELENSBURGH,DUNBARTONSHIRE,G84 0SL,19690101,,01436 810370,4
S85141,MILLIG PRACTICE,THE MEDICAL CENTRE,12 EAST KING STREET,,HELENSBURGH,DUNBARTONSHIRE,G84 7QL,19750801,,01436 673366,4
